t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1480497092,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008564,0.031976,0.138608,0.176990,calls/second,milliseconds
1480497093,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008491,0.031976,0.138608,0.176990,calls/second,milliseconds
1480497094,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008420,0.031976,0.138608,0.176990,calls/second,milliseconds
1480497095,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008349,0.031976,0.138608,0.176990,calls/second,milliseconds
1480497096,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008280,0.029419,0.136317,0.176010,calls/second,milliseconds
1480497097,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008212,0.029419,0.136317,0.176010,calls/second,milliseconds
1480497098,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008145,0.029419,0.136317,0.176010,calls/second,milliseconds
1480497099,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008079,0.029419,0.136317,0.176010,calls/second,milliseconds
1480497100,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.008015,0.029419,0.136317,0.176010,calls/second,milliseconds
1480497101,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007951,0.027067,0.134064,0.175035,calls/second,milliseconds
1480497102,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007888,0.027067,0.134064,0.175035,calls/second,milliseconds
1480497103,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007826,0.027067,0.134064,0.175035,calls/second,milliseconds
1480497104,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007766,0.027067,0.134064,0.175035,calls/second,milliseconds
1480497105,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007706,0.027067,0.134064,0.175035,calls/second,milliseconds
1480497106,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007647,0.024903,0.131848,0.174065,calls/second,milliseconds
1480497107,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007589,0.024903,0.131848,0.174065,calls/second,milliseconds
1480497108,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007532,0.024903,0.131848,0.174065,calls/second,milliseconds
1480497109,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007475,0.024903,0.131848,0.174065,calls/second,milliseconds
1480497110,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007420,0.024903,0.131848,0.174065,calls/second,milliseconds
1480497111,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007365,0.022912,0.129669,0.173101,calls/second,milliseconds
1480497112,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007312,0.022912,0.129669,0.173101,calls/second,milliseconds
1480497113,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007258,0.022912,0.129669,0.173101,calls/second,milliseconds
1480497114,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007206,0.022912,0.129669,0.173101,calls/second,milliseconds
1480497115,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007154,0.022912,0.129669,0.173101,calls/second,milliseconds
1480497116,1,0.431455,0.431455,0.431455,0.000000,0.431455,0.431455,0.431455,0.431455,0.431455,0.431455,0.007104,0.021080,0.127526,0.172142,calls/second,milliseconds
